source,name_data,food_data,found_edibilty,Mistral_scientific_name,Mistral_edibles
000042-a.json,"['LOW OR TRAILING SHRUBS OR VINES WITH LEATHERY, EVERGREEN LEAVES', '7', 'Wintergreen', '2', 'Gaultheria procumbens + Ericaceae (Heath family)']","FOOD USE: Berries are a pleasant nibble, good in desserts or smoothies raw. Do not eat a large quantity.Leaves can be collected at any time and nibbled for their wintergreen flavor, and they can be used to brew asurprisingly weak tea. A flavoring can be extracted with alcohol.",True, Gaultheria procumbens,"
    'berries','leaves'"
000043-a.json,"['LOW OR TRAILING SHRUBS OR VINES WITH LEATHERY, EVERGREEN LEAVES', '9 Arctic bearberry', '1', 'Arctous rubra Ericaceae (Heath family)']","FOOD USE: The red berries usually restdirectly on the ground. Their flavor is notparticularly sweet nor sour, but the texture ispleasant and juicy. like to suck on them whilechewing gently and then spit out the seeds,but don't think they 'd make great pie or jelly.",True, Arctous rubra,"
    'berries'"
000043-b.json,"['Bearberry WE 1', 'Arctastaphylos', 'uva-ursi', 'Ericaceae', 'UICK', '(Heath', 'CHECK:', 'Short', 'family)', 'erect', '7', 'a', 'short,', 'thick', 'pedicel.', 'ID', 'difficulty 1.', 'spoon-shaped', 'round,', 'red,', 'mealy', 'fruit']","FOOD USE: Berries ripen in late summer and are typically available through the following spring. You caneat them raw or cooked, but they are hardly good in either case. The flavor is supposedly better after hardrosts. Due to the astringency, large quantities can cause stomach upset. The Iñupiat of Alaska eat thempreserved in animal fat, which is said to soften and sweeten the berries while lending a good flavor to the fat.Conservation",True, Arctostaphylos uva-ursi,"
    'berries'"
000044-a.json,"['BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '1', 'Red elderberry', 'a il NG-410', 'Sambucus racemosa family Adoxaceae']",FOOD USE: The cooked berries can be eaten in sauces and soups or mixed with other fruit. The juice is atraditional marinade for salmon on the Northwest Coast. Flowers can be steeped for tea.,True, Sambucus racemosa," 'berries','flowers'"
000044-b.json,"['BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '2 Silver buffaloberry', '2', 'Shepherdia argentea 4 family Elaeagnaceae']","FOOD USE: Ripe fruit can be collected byhand or, more efficiently, by shaking branchesover a drop cloth. The flavor is better if thefruit sits on the bush red for a while. Buf-faloberries can be eaten fresh or made intojuice. After straining seeds out, the pulp isgreat for jams, jellies, pie, or fruit leather.Conservation 1.",True, Shepherdia argentea,"
    'buf-faloberries','seeds'"
000045-a.json,"['BROADLEAF', 'SHRUBS', 'WITH', 'ORANGE', 'TO', 'RED', 'BERRIES', '1', 'Canada buffaloberry', '3', 'family', 'Elaeagnaceae', 'canadensis', 'Shepherdia CHECK: Thornless shrub with broad, ID entire difficulty leaves mottled with brownish m)', 'scales,']","FOOD USE: Gather berries when ripe in late summerand fall, use for juice or confections. Conservation 1.",True, Shepherdia canadensis,"
    'berries'"
000045-b.json,"['1 cm', 'BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '4 Autumnberry', '3', 'NG-321', 'Elaeagnus umbellata', 'family Elaeagnaceae']","FOOD USE: Gather berries when fully ripe and soft; they may turn red well before developing their best flavor.,They are highly variable in quality and timing from one tree to the next, but in general the flavor is tart butdelicious when fresh. After straining the seeds, the pulp can be used for pie or jam, and also makes fantasticruit leather. If the pulp is allowed to sit, the solids will naturally coagulate and separate from the juice, whichis almost totally clear and can be excellent.",True, Elaeagnus umbellata,"
    'berries'"
000046-b.json,"['1cm', 'BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '6 Squashberry', '2', 'Viburnum edule . family Adoxaceae']","FOOD USE: The berries can be eatenraw or cooked in jams, jellies, juice, orother preparations Tastes very similarto highbush cranberry.",True, Viburnum edule,"
    'berries'"
000048-a.json,"['BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '8 Agarita', '3', 'Mahonia trifoliata', 'Berberidaceae (Barberry family)', 'CHECK: Evergreen shrub with compound leaves of 3 sessile ID leaflets, difficulty the', 'lobe']","FOOD USE: Ripe berries make an intensely sour butexceilent juice that can be drunk diluted, used to makewine or jelly, or mixed with mild fruits to make leather.",True, Mahonia trifoliata,"
    'berries'"
000049-a.json,"['BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '10 Christmas berry', '2', 'it', '2', 'Lycium carolinianum + Solanaceae (Nightshade family)', 'Sprawling thorny coastal shrub with arching, pale branches, numerous tiny', 'fleshy,']",FOOD USE: Ripe fruit can be eaten fresh or dried. Succulentsaity leaves can be nibbled year-round.,True, Lycium carolinianum,"
    'fruit','succulentsaity leaves'"
000050-a.json,"['BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '15 Skunk currant', '1', 'Ribes glandulosum + Grossulariaceae (Gooseberry family)']",FOOD USE: Ripe berries canbe eaten raw or cooked. Con-servation 1.,True, Ribes glandulosum,"
    'berries'"
000050-b.json,"['icm', 'BROADLEAF SHRUBS ORANGE TO RED BERRIES', '4', 'Red', 'currant', '3', 'UICK Ribes triste Grossulariaceae (Gooseberry family)', 'CHECK:', '1) red berries with Small multiple shrub with tiny seeds. ID difficulty 1. hanging clusters of juicy, spheri-', 'ESCRIPTION: red or in loose Low, spreading, unarmed shrub, rooting at branch tips and', 'd hairless; colonies. Stems to 3 (1 m) tall, thin with few branches, growing scat-', 'ng, :pressed; the 3 major lobes. The upper surface is sparsely hairy with 1-3"" all veins (2.5-B cm)', 'palmate twigs with faintly ridged. gray, and hairless. Leaves alternate, dark red-brown', 'unded with is moderately hairy. Margins finely hairy and to', 'ceme purple-mottled, 6-20, light lower often claw-tips. surface hidden double-serrated, hairy. deeply Inflorescence the 3-5 drooping', 'of Petioles straight, 40-70% of blade length, often teeth blunt', 'akish to under leaves, 1-2.5 (2.5-6cm) long. Flowers appear almost flat, a', 'flexed with narrow spreading petals (almost too small to see) and 5 much larger, mm across, broad,', 'sepals (which at a glance appear to be the petals). The stamens are very short. Berries spherical,', '9 mm, in clusters of 4-9, smooth, ripening to translucent red, containing several soft seeds. This is our only', '1-fruited currant with smooth skin.', 'ABITAT: Low, wet hardwood or conifer forests Especially common on banks of small streams and in shrub', 'swamps; tolerates heavy shade.', 'Native.', 'FOOD USE: Eat fresh berries whole', 'in midsummer, or juice them for', 'drinking or making desserts. Con-', 'servation 1.', 'COMMENTS: The flavor of these', 'is very similar to that of cultivated', 'red currants, but wild red currants', 'are smaller and grow on smaller', 'bushes, usually widely scattered in', 'small clusters. If you can manage to', 'get any quantity, they make superb', 'jam or jelly.', 'icm', 'BROADLEAF', 'SHRUBS', 'ORANGE', 'TO', 'RED', 'BERRIES', '4', 'Red', 'currant', '3', 'UICK', 'Ribes', 'triste', 'Grossulariaceae', '(Gooseberry', 'family)', 'CHECK:', '1)', 'red', 'berries', 'with', 'Small', 'multiple', 'shrub', 'with', 'tiny', 'seeds.', 'ID', 'difficulty 1.', 'hanging', 'clusters', 'of', 'juicy,', 'spheri-', 'ESCRIPTION:', 'red', 'or', 'in', 'loose', 'Low,', 'spreading,', 'unarmed', 'shrub,', 'rooting', 'at', 'branch tips', 'and', 'd', 'hairless;', 'colonies.', 'Stems', 'to', '3', '(1 m)', 'tall,', 'thin', 'with', 'few', 'branches,', 'growing', 'scat-', 'ng,', ':pressed;', 'the', '3', 'major', 'lobes.', 'The', 'upper', 'surface', 'is', 'sparsely', 'hairy', 'with', '1-3""', 'all', 'veins', '(2.5-B', 'cm)', 'palmate', 'twigs', 'with', 'faintly', 'ridged.', 'gray,', 'and', 'hairless.', 'Leaves', 'alternate,', 'dark', 'red-brown', 'unded', 'with', 'is', 'moderately', 'hairy.', 'Margins', 'finely', 'hairy', 'and', 'to', 'ceme', 'purple-mottled,', '6-20,', 'light', 'lower', 'often', 'claw-tips.', 'surface', 'hidden', 'double-serrated,', 'hairy.', 'deeply', 'Inflorescence', 'the', '3-5', 'drooping', 'of', 'Petioles', 'straight,', '40-70%', 'of', 'blade', 'length,', 'often', 'teeth', 'blunt', 'akish', 'to', 'under', 'leaves,', '1-2.5', '(2.5-6cm)', 'long.', 'Flowers', 'appear', 'almost', 'flat,', 'a', 'flexed', 'with', 'narrow', 'spreading', 'petals', '(almost', 'too', 'small', 'to', 'see)', 'and', '5', 'much', 'larger,', 'mm', 'across,', 'broad,', 'sepals', '(which', 'at', 'a', 'glance', 'appear', 'to', 'be', 'the', 'petals).', 'The', 'stamens', 'are', 'very', 'short.', 'Berries', 'spherical,', '9', 'mm,', 'in', 'clusters', 'of', '4-9,', 'smooth,', 'ripening', 'to', 'translucent', 'red,', 'containing', 'several', 'soft', 'seeds.', 'This', 'is', 'our', 'only', '1-fruited', 'currant', 'with', 'smooth', 'skin.', 'ABITAT:', 'Low,', 'wet', 'hardwood', 'or', 'conifer', 'forests', 'Especially', 'common', 'on', 'banks', 'of', 'small', 'streams', 'and', 'in', 'shrub', 'swamps;', 'tolerates', 'heavy', 'shade.', 'Native.', 'FOOD', 'USE:', 'Eat', 'fresh', 'berries', 'whole', 'in', 'midsummer,', 'or', 'juice', 'them', 'for', 'drinking', 'or', 'making', 'desserts.', 'Con-', 'servation', '1.', 'COMMENTS:', 'The', 'flavor', 'of', 'these', 'is', 'very', 'similar', 'to', 'that', 'of', 'cultivated', 'red', 'currants,', 'but', 'wild', 'red', 'currants', 'are', 'smaller', 'and', 'grow', 'on', 'smaller', 'bushes,', 'usually', 'widely', 'scattered', 'in', 'small', 'clusters.', 'If', 'you', 'can', 'manage', 'to', 'get', 'any', 'quantity,', 'they', 'make', 'superb', 'jam', 'or', 'jelly.']","FOOD USE: Eat fresh berries wholein midsummer, or juice them fordrinking or making desserts. Con-servation 1.",True, Ribes triste,"
    'berries'"
000051-a.json,"['BROADLEAF SHRUBS WITH ORANGE TO RED BERRIES', '17 Yaupon', 'llex vomitoria Aquifoliaceae (Holly family)']",FOOD USE: Gather and dry the leaves and brew like green tea. Conservation 1.,True,ilex vomitoria,"
    'leaves'"
000052-a.json,"['BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED', '1 Deerberry 2', 'Vaccinium stamineum Ericaceae (Heath family)']","FOOD USE: Gather berries in late summer or autumnby hand. They can be eaten fresh or dried, and used injams, pies, and preserves. The skins are tougher thanblueberry skins, so you may want to run these througha fruit strainer. Conservation 1.",True, Vaccinium stamineum,"
    'berries'"
000053-a.json,"['BROADLEAF SHRUBS WITH BERRIES-NO1 ORANGE.TO RED', '3 Red-osier dogwood', '1', 'Cornus stolonifera + family Cornaceae']",FOOD USE: The berries ripen in mid to late summer and canbe eaten fresh but are bitter. Conservation,True, Cornus stolonifera,"
    'berries'"
000055-a.json,"['BROADLEAF SHRUBS WITH BERRIES-NOT ORANGETO', '7 Sandcherry', '2', 'NG-299', 'Prunus pumila, P. susquehanae 4 Rosaceae (Rose family)']","FOOD USE: Gather cherries whenthey are dark purple-black and soft.They can be eaten fresh, pitted anddried, or made into jam, jelly, juice, orpie. ConservationFOOD USE:Gathercherrieswhentheyaredarkpurple-blackandsoft.Theycanbeeatenfresh,pittedanddried,ormadeintojam,jelly,juice,orpie.Conservation",True," Prunus pumila
     or
     Prunus susquehanae", ['cherries']
000056-a.json,"['BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED', '9 Gooseberry', '3', 'IWE-129', 'genus Ribes (in part)', 'Grossulariaceae (Gooseberry family)', 'ID: Thorny shrubs with alternate or tufted, seeds. palmately ID difficulty lobed 1. leaves;', ""dangling Multi-stemmed. clump-forming shrubs the 2.5-8' nodes. (75-245 Main stems cm) tall. are""]","FOOD USE: Gather berries when soft and purple and eat them fresh orcooked The stems, skins, and dried flower parts are tough and best strainedout. Clean pulp is great for pies, jam, or fruit leather, and combines well withmilder fruits. Nearly-ripe green fruit can be mixed withwater, blended, and strained to make a lemonade-likeMissouri gooseberry R. missouriense.drink Conservation 1.",True, Ribes grossularia,"
    'berries'"
000057-a.json,"['BROADLEAF', 'SHRUBS', 'WITH', '13 Beautyberry', '1', 'Callicarpa americana Lamiaciae (Mint family)']",FOOD USE: Ripe berries are boring but beautiful raw. Cooked into jam/jelly or fruit leather they are muchbetter. They often sit on the bushes for months after ripening. Conservation 1.,True, Callicarpa americana,"
    'berries'"
000058-a.json,"['TO', 'BROADLEAF', 'SHRUBS', '18 Farkleberry', '2', 'arboreum', 'Ericaceae', '(Heath', 'family)', 'Vaccinium', 'CHECK: Large shrub with blunt-tipped leaves and very small, 2. dryish black berries']","FOOD USE: Gather ripeberries in autumn as anibble. Mix with blandor mild fruits for a tart,huckleberry-like flavor, orthrow a few in hot cereal.Conservation",True, Vaccinium arboreum,"
    'berries'"
000058-b.json,"['WITH', 'ORANGE', 'Blue honeysuckle', 'RED', 'Lonicera', '3', 'caerulaea', 'family', 'Caprifoliaceae', 'CK', 'CHECK:', 'Knee-high', 'shrub', 'berries. ID difficulty', 'entire', 'leaves', 'and', '""two-eyed""', 'SCRIPTION:', 'Clump-forming', 'rayish', 'papery', 'strips', 'to', 'reveal', 'red-brown', 'the', 'bark', 'shredding', 'with at the other nodes honeysuckles. with long. soft, Branches mostly erect, angles narrow; twigs and aromatic,', 'S, which appear almost sparse hairs, bearing densely clustered are purplish-', '-2.4"" (1.8-6 cm) long, blunt whoried in full sun. Buds light green and naked. leaves Leaves toward the', 'rsely hairy above to rounded at the tip, often with a short paired, elliptic to', 'arse, projecting obovate, with or', 'soft hairs and dark blue-green, with a fine network of whitish veinlets. The nipple. Surface hairless', 'not at all; both concentrated on the veins, Midvein slightly depressed above, the underside is paler', 'broadly protrude below. Margins entire, often downcurved with a fringe of secondary line veins faintly', '(late upturned parallel to the stem, and extremely short of blade', 'spring channeled, to early hairy, (2-3% hairs. length). Petiole Flow- flat', 'summer) 12-14 mmlong, funnel-shaped, yellow, borne in pairs on short stalks from leaf', 'axils. The two flowers have joined', 'ovaries that grow together into', 'a single berry with 2 small linear', 'bracts underneath. Berry 5-8 mm', 'long, oval, the skin smooth and', 'bloom-coated, ripening to pur-', 'ple-blue in mid summer, the flesh', 'soft and juicy with a few semi-', 'soft seeds inside, the end with a', 'small double-dimple with protrud-', 'ing flower remnants.', 'HABITAT: Conifer or alder', 'swamps, especially with cedar;', 'mossy uplands, fens, and lake-', 'shores, usually with calcareous', 'soil. Found in shade but only fruits', 'well in sunny sites. Native.', 'FOOD USE: Ripe berries can be', 'eaten raw or cooked. The flavor', 'is good, but they are usually hard', 'to collect in quantity. Conserva-', 'tion 1.', 'COMMENTS: This little-known', 'berry is an unusual gem of the', 'northern swamps. Those from', 'Eurasian populations have bee', 'bred for larger fruit and heav', 'bearing, giving us what the', 'nursery trade calls haskaps or', 'honeyberries. AKA waterberry,', 'Lonicera villosa.', 'L', '167', 'WITH', 'ORANGE', 'Blue', 'honeysuckle', 'RED', 'Lonicera', '3', 'caerulaea', 'family', 'Caprifoliaceae', 'CK', 'CHECK:', 'Knee-high', 'shrub', 'berries.', 'ID', 'difficulty', 'entire', 'leaves', 'and', '""two-eyed""', 'SCRIPTION:', 'Clump-forming', 'rayish', 'papery', 'strips', 'to', 'reveal', 'red-brown', 'the', 'bark', 'shredding', 'with', 'at', 'the', 'other', 'nodes', 'honeysuckles.', 'with', 'long.', 'soft,', 'Branches', 'mostly', 'erect,', 'angles', 'narrow;', 'twigs', 'and', 'aromatic,', 'S,', 'which', 'appear', 'almost', 'sparse', 'hairs,', 'bearing', 'densely', 'clustered', 'are', 'purplish-', '-2.4""', '(1.8-6 cm)', 'long,', 'blunt', 'whoried', 'in', 'full', 'sun.', 'Buds', 'light', 'green', 'and', 'naked.', 'leaves', 'Leaves', 'toward', 'the', 'rsely', 'hairy', 'above', 'to', 'rounded', 'at', 'the', 'tip,', 'often', 'with', 'a', 'short', 'paired,', 'elliptic', 'to', 'arse,', 'projecting', 'obovate,', 'with', 'or', 'soft', 'hairs', 'and', 'dark', 'blue-green,', 'with', 'a', 'fine', 'network', 'of', 'whitish', 'veinlets.', 'The', 'nipple.', 'Surface', 'hairless', 'not', 'at', 'all;', 'both', 'concentrated', 'on', 'the', 'veins,', 'Midvein', 'slightly', 'depressed', 'above,', 'the', 'underside', 'is', 'paler', 'broadly', 'protrude', 'below.', 'Margins', 'entire,', 'often', 'downcurved', 'with', 'a', 'fringe', 'of', 'secondary', 'line', 'veins', 'faintly', '(late', 'upturned', 'parallel', 'to', 'the', 'stem,', 'and', 'extremely', 'short', 'of', 'blade', 'spring', 'channeled,', 'to', 'early', 'hairy,', '(2-3%', 'hairs.', 'length).', 'Petiole', 'Flow-', 'flat', 'summer)', '12-14', 'mmlong,', 'funnel-shaped,', 'yellow,', 'borne', 'in', 'pairs', 'on', 'short', 'stalks', 'from', 'leaf', 'axils.', 'The', 'two', 'flowers', 'have', 'joined', 'ovaries', 'that', 'grow', 'together', 'into', 'a', 'single', 'berry', 'with', '2', 'small', 'linear', 'bracts', 'underneath.', 'Berry', '5-8', 'mm', 'long,', 'oval,', 'the', 'skin', 'smooth', 'and', 'bloom-coated,', 'ripening', 'to', 'pur-', 'ple-blue', 'in', 'mid', 'summer,', 'the', 'flesh', 'soft', 'and', 'juicy', 'with', 'a', 'few', 'semi-', 'soft', 'seeds', 'inside,', 'the', 'end', 'with', 'a', 'small', 'double-dimple', 'with', 'protrud-', 'ing', 'flower', 'remnants.', 'HABITAT:', 'Conifer', 'or', 'alder', 'swamps,', 'especially', 'with', 'cedar;', 'mossy', 'uplands,', 'fens,', 'and', 'lake-', 'shores,', 'usually', 'with', 'calcareous', 'soil.', 'Found', 'in', 'shade', 'but', 'only', 'fruits', 'well', 'in', 'sunny', 'sites.', 'Native.', 'FOOD', 'USE:', 'Ripe', 'berries', 'can', 'be', 'eaten', 'raw', 'or', 'cooked.', 'The', 'flavor', 'is', 'good,', 'but', 'they', 'are', 'usually', 'hard', 'to', 'collect', 'in', 'quantity.', 'Conserva-', 'tion', '1.', 'COMMENTS:', 'This', 'little-known', 'berry', 'is', 'an', 'unusual', 'gem', 'of', 'the', 'northern', 'swamps.', 'Those', 'from', 'Eurasian', 'populations', 'have', 'bee', 'bred', 'for', 'larger', 'fruit', 'and', 'heav', 'bearing,', 'giving', 'us', 'what', 'the', 'nursery', 'trade', 'calls', 'haskaps', 'or', 'honeyberries.', 'AKA', 'waterberry,', 'Lonicera', 'villosa.', 'L', '167']","FOOD USE: Ripe berries can beeaten raw or cooked. The flavoris good, but they are usually hardto collect in quantity. Conserva-tion 1.",True, Lonicera caerulaea,"
    'berries'"
000059-b.json,"['Black', 'TO', 'RED', 'aronia', '2', 'Aronia', 'NG-314', 'melanocarpa', 'Rosaceae', '(Rose', 'CK', 'CHECK:', 'family)', 'Shrub', 'with', 'a', 'dimpled', 'end', 'and', 'finely', 'a', 'and', 'ID', 'clusters', 'of', 'black', 'fruit', 'CRIPTION:', 'Medium-sized', '.eaves', 'alternate,', 'ovate', 'to', 'of', 'obovate,', 'limber', 'slightly', 'stems', 'the', 'base', 'to', 'folded', ""3-8'(1-2.5 m)"", 'acute', 'tapered', 'and', 'along', 'the', 'the', 'tip', 'midvein,', 'abruptly', '1-3""', '(2.5-8 cm)', 'be ic to soft-hairy lanceolate stipules at the base. The surface pointed is glassy to acuminate. and There are small', 'with below. Midvein flat or slightly depressed above, hairless above, but', 'les ed of tip, cluster 5-8% tiny, of of dark blade 8-20. faintly purplish length, depressed offset side, top. arching by small, Inflorescence light toward gland-tipped, green a', 'flat or gland-hairs. Secondary veins are 4-5 per', 'above. Margins evenly serrated with', 'hairless, flattened to faintly channeled on blunt teeth.', 'ate white Flowers (late spring) 0.5-0.8"" (13-20 mm) across, with 5 triangular sepals, branching broad, flat-', 'the petals, and numerous stamens. Berry spherical, 6-10 mm, with a distinct 5-point indent 5 or', 'on end along with a 5-lobed calyx. The flesh is juicy with many soft seeds, ripening to blue-black.', 'FUSING', 'PLANTS: In landscape plantings it is sometimes confused with various species of Cotoneaster,', 'lese do not have similarly clustered fruits.', 'TAT: Shrubby borders of swamps and bogs, lakeshores in full to partial sun, and occasionally on dry', 'hilltops and cliffs. Most common in sandy soil.', 'Often cultivated as an ornamental, in which case', 'it will tolerate almost any sunny site regardless', 'of drainage. Native.', 'FOOD USE: The berries are astringent even when', 'fully ripe. White they can be used whole, they are', 'best diluted by milder flavors. However, little of', ""the fruit's astringency is imparted to raw, cold-"", 'pressed juice. Boiling or steaming to get juice will', 'make it more astringent. Conservation 1.', 'COMMENTS: Russian agronomists identified', 'this North American shrub as a potential crop in', 'the late 1800s and began a breeding program. it', 'is now an important juice crop in much of eastern', 'Europe-the cultivars incorporating some genet-', 'ics of mountain ash to increase fruit size-but', 'aronia is mostly ignored as a food in its native', 'hemisphere. However,', 'it has become a popular', 'shrub', 'for', 'landscape', 'plant-', 'ings', 'and', 'can', 'often', 'be', 'col-', 'lected', 'by', 'urban', 'foragers,', 'and the cultivars planted', 'aver-', 'are', 'better', 'than', 'the', 'age', 'wild', 'fruit.', 'A.', 'arbuti-', 'folia (red chokeberry) is', 'a close relative with red', 'fruit (p. 151). AKA black', 'Because', 'of', 'chokeberry.', 'the similar names, peo-', 'ple often confuse choke-', 'Berry', 'with', 'chokeCherry.', 'WARNING:', 'The', 'juice', 'can', 'a', 'strong', 'laxative', 'be', 'for', 'some', 'people.', '169', 'Black', 'TO', 'RED', 'aronia', '2', 'Aronia', 'NG-314', 'melanocarpa', 'Rosaceae', '(Rose', 'CK', 'CHECK:', 'family)', 'Shrub', 'with', 'a', 'dimpled', 'end', 'and', 'finely', 'a', 'and', 'ID', 'clusters', 'of', 'black', 'fruit', 'CRIPTION:', 'Medium-sized', '.eaves', 'alternate,', 'ovate', 'to', 'of', 'obovate,', 'limber', 'slightly', 'stems', 'the', 'base', 'to', 'folded', ""3-8'(1-2.5 m)"", 'acute', 'tapered', 'and', 'along', 'the', 'the', 'tip', 'midvein,', 'abruptly', '1-3""', '(2.5-8 cm)', 'be', 'ic', 'to', 'soft-hairy', 'lanceolate', 'stipules', 'at', 'the', 'base.', 'The', 'surface', 'pointed', 'is', 'glassy', 'to', 'acuminate.', 'and', 'There', 'are', 'small', 'with', 'below.', 'Midvein', 'flat', 'or', 'slightly', 'depressed', 'above,', 'hairless', 'above,', 'but', 'les', 'ed', 'of', 'tip,', 'cluster', '5-8%', 'tiny,', 'of', 'of', 'dark', 'blade', '8-20.', 'faintly', 'purplish', 'length,', 'depressed', 'offset', 'side,', 'top.', 'arching', 'by', 'small,', 'Inflorescence', 'light', 'toward', 'gland-tipped,', 'green', 'a', 'flat', 'or', 'gland-hairs.', 'Secondary', 'veins', 'are', '4-5', 'per', 'above.', 'Margins', 'evenly', 'serrated', 'with', 'hairless,', 'flattened', 'to', 'faintly', 'channeled', 'on', 'blunt', 'teeth.', 'ate', 'white', 'Flowers', '(late', 'spring)', '0.5-0.8""', '(13-20 mm)', 'across,', 'with', '5', 'triangular', 'sepals,', 'branching', 'broad,', 'flat-', 'the', 'petals,', 'and', 'numerous', 'stamens.', 'Berry', 'spherical,', '6-10', 'mm,', 'with', 'a', 'distinct', '5-point', 'indent', '5', 'or', 'on', 'end', 'along', 'with', 'a', '5-lobed', 'calyx.', 'The', 'flesh', 'is', 'juicy', 'with', 'many', 'soft', 'seeds,', 'ripening', 'to', 'blue-black.', 'FUSING', 'PLANTS:', 'In', 'landscape', 'plantings', 'it', 'is', 'sometimes', 'confused', 'with', 'various', 'species', 'of', 'Cotoneaster,', 'lese', 'do', 'not', 'have', 'similarly', 'clustered', 'fruits.', 'TAT:', 'Shrubby', 'borders', 'of', 'swamps', 'and', 'bogs,', 'lakeshores', 'in', 'full', 'to', 'partial', 'sun,', 'and', 'occasionally', 'on', 'dry', 'hilltops', 'and', 'cliffs.', 'Most', 'common', 'in', 'sandy', 'soil.', 'Often', 'cultivated', 'as', 'an', 'ornamental,', 'in', 'which', 'case', 'it', 'will', 'tolerate', 'almost', 'any', 'sunny', 'site', 'regardless', 'of', 'drainage.', 'Native.', 'FOOD USE:', 'The', 'berries', 'are', 'astringent', 'even', 'when', 'fully', 'ripe.', 'White', 'they', 'can', 'be', 'used', 'whole,', 'they', 'are', 'best', 'diluted', 'by', 'milder', 'flavors.', 'However,', 'little', 'of', 'the', ""fruit's"", 'astringency', 'is', 'imparted', 'to', 'raw,', 'cold-', 'pressed', 'juice.', 'Boiling', 'or', 'steaming', 'to', 'get', 'juice', 'will', 'make', 'it', 'more', 'astringent.', 'Conservation', '1.', 'COMMENTS:', 'Russian', 'agronomists', 'identified', 'this', 'North', 'American', 'shrub', 'as', 'a', 'potential', 'crop', 'in', 'the', 'late', '1800s', 'and', 'began', 'a', 'breeding', 'program.', 'it', 'is', 'now', 'an', 'important', 'juice', 'crop', 'in', 'much', 'of', 'eastern', 'Europe-the', 'cultivars', 'incorporating', 'some', 'genet-', 'ics', 'of', 'mountain', 'ash', 'to', 'increase', 'fruit', 'size-but', 'aronia', 'is', 'mostly', 'ignored', 'as', 'a', 'food', 'in', 'its', 'native', 'hemisphere.', 'However,', 'it', 'has', 'become', 'a', 'popular', 'shrub', 'for', 'landscape', 'plant-', 'ings', 'and', 'can', 'often', 'be', 'col-', 'lected', 'by', 'urban', 'foragers,', 'and', 'the', 'cultivars', 'planted', 'aver-', 'are', 'better', 'than', 'the', 'age', 'wild', 'fruit.', 'A.', 'arbuti-', 'folia', '(red', 'chokeberry)', 'is', 'a', 'close', 'relative', 'with', 'red', 'fruit', '(p.', '151).', 'AKA', 'black', 'Because', 'of', 'chokeberry.', 'the', 'similar', 'names,', 'peo-', 'ple', 'often', 'confuse', 'choke-', 'Berry', 'with', 'chokeCherry.', 'WARNING:', 'The', 'juice', 'can', 'a', 'strong', 'laxative', 'be', 'for', 'some', 'people.', '169']","FOOD USE: The berries are astringent even whenfully ripe. White they can be used whole, they arebest diluted by milder flavors. However, little ofthe fruit's astringency is imparted to raw, cold-pressed juice. Boiling or steaming to get juice willmake it more astringent. Conservation 1.FOOD USE:Theberriesareastringentevenwhenfullyripe.Whitetheycanbeusedwhole,theyarebestdilutedbymilderflavors.However,littleofthefruit'sastringencyisimpartedtoraw,cold-pressedjuice.Boilingorsteamingtogetjuicewillmakeitmoreastringent.Conservation1.",True, Aronia melanocarpa,"
    'berries'"
000060-a.json,"['BROADLEAF', 'WITH', 'Prickly-ash', '0', '5', 'americanum', 'family', 'Rutaceae', 'Zanthoxylum', 'Thicket-forming large shrub with light gray bark, ID difficulty stout spines, 1. pinnately']",FOOD USE: The dried fruitcan be used as a seasoningespecially after roasting. Theleaves can be used as well.Both parts have a potent cit-rusy flavor as well as a numb-ing quality. Conservation 1.,True, Zanthoxylum americanum,"
    'dried fruit','leaves'"
