source,name_data,food_data,found_edibilty,Mistral_scientific_name
0073_b.txt,"SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
CONFUSING highly aromatic PLANTS: leaves. Shoots can resemble ailanthus or walnut, both
and the whitish fruit droops Poison in grape-like sumac (p. 659) clusters-plus has shiny leaflets it grows lacking in teeth. of whir but las the the rachis milk is never and winger, ayo
FOOD outer ries they berries A seasoning can will bark USE: from be make and steeped Pick stems can a eat weak be shoots the if to made you and interior make in want from inferior late a to lemonade-like of spring the steep the brew. dried shoot when hot), Pick fruits raw. then they clusters drink. (see Staghorn strain snap Taste fragrant and easily through is the steep best and berries a in for do cloth. cold swamps, this not to water Rains make yet because have eventually for sure half a the white they shoots an are hour wash pith very are or Peel out larger SO sour. the off Cremove flavor bitter if Ber- not
sumac,
next).
Conservation
1.
COMMENTS: Sumac-ade will disappoint if you collect flavorless berry clusters or steep the bitter stems with
boiling water. If you pay careful attention to detail, the drink can be excellent.
WARNING: Sumacs are related to cashews, mangoes, and poison ivy. Rare individuals are also highly
allergic to the edible red sumacs.
IMPORTANT SPECIES: The three common and widespread species in our region are listed. All are native.
1
Winged sumac
Rhus coppalina
2
III)
Winged (shining)
sumac is easily dis-
tinguished by the
wings along the ra-
chis between the
shiny, entire leaflets.
The fruit is hairless.
This drought-toler-
ant sumac likes dry,
sunny sites such as
sandy openings and
rocky ridges.
A
2 Staghorn sumac
Rhus typhina
2
Staghorn
sumac
has twigs
and fruit
densely
covered
with soft
hairs. The leaves are hairy
below and faintly so above.
The secondary veins are slightly
depressed, the margins serrated
with large. forward-pointing
teeth This species is found in
disturbed, well-drained soil in
forested regions. A (linages
continued on the next page.)
177
SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS CONFUSING highly aromatic PLANTS: leaves. Shoots can resemble ailanthus or walnut, both and the whitish fruit droops Poison in grape-like sumac (p. 659) clusters-plus has shiny leaflets it grows lacking in teeth. of whir but las the the rachis milk is never and winger, ayo FOOD outer ries they berries A seasoning can will bark USE: from be make and steeped Pick stems can a eat weak be shoots the if to made you and interior make in want from inferior late a to lemonade-like of spring the steep the brew. dried shoot when hot), Pick fruits raw. then they clusters drink. (see Staghorn strain snap Taste fragrant and easily through is the steep best and berries a in for do cloth. cold swamps, this not to water Rains make yet because have eventually for sure half a the white they shoots an are hour wash pith very are or Peel out larger SO sour. the off Cremove flavor bitter if Ber- not sumac, next). Conservation 1. COMMENTS: Sumac-ade will disappoint if you collect flavorless berry clusters or steep the bitter stems with boiling water. If you pay careful attention to detail, the drink can be excellent. WARNING: Sumacs are related to cashews, mangoes, and poison ivy. Rare individuals are also highly allergic to the edible red sumacs. IMPORTANT SPECIES: The three common and widespread species in our region are listed. All are native. 1 Winged sumac Rhus coppalina 2 III) Winged (shining) sumac is easily dis- tinguished by the wings along the ra- chis between the shiny, entire leaflets. The fruit is hairless. This drought-toler- ant sumac likes dry, sunny sites such as sandy openings and rocky ridges. A 2 Staghorn sumac Rhus typhina 2 Staghorn sumac has twigs and fruit densely covered with soft hairs. The leaves are hairy below and faintly so above. The secondary veins are slightly depressed, the margins serrated with large. forward-pointing teeth This species is found in disturbed, well-drained soil in forested regions. A (linages continued on the next page.) 177 ","FOOD outer ries they berries A seasoning can will bark USE: from be make and steeped Pick stems can a eat weak be shoots the if to made you and interior make in want from inferior late a to lemonade-like of spring the steep the brew. dried shoot when hot), Pick fruits raw. then they clusters drink. (see Staghorn strain snap Taste fragrant and easily through is the steep best and berries a in for do cloth. cold swamps, this not to water Rains make yet because have eventually for sure half a the white they shoots an are hour wash pith very are or Peel out larger SO sour. the off Cremove flavor bitter if Ber- not
sumac,
next).
Conservation
1.
",True," Rhus coppalina
     Rhus typhina"
0074_b.txt,"WITH DRY FRUIT, NUTLETS, OR PODS
4 Fragrant sumac
Rhus aromatica
Anacardiaceae (Cashew family)
","FOOD USE: Mature berries can be steeped to make a beverage as with other red sumacs, but the shoots are
too small to be peeled and eaten. The berries can be dried and then rubbed to loosen the outer coating; after the
seeds are sifted out, this powder can be used as a seasoning like the sumac powder in za'atar traditionally used
in Middle Eastern cook-
ing. (This can also be
done with the fruit of
other sumacs.) Conser-
vation 1.
",True, Rhus aromatica
0075_a.txt,"BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS,
5
Prickly-ash
family
Rutaceae
Zanthoxylum americanum
Thicket-forming large shrub with light gray bark, difficulty stout spines, 1. pinnately
","FOOD USE: The dried fruit
can be used as a seasoning,
especially after roasting. The
leaves can be used as well.
Both parts have a potent cit-
rusy flavor as well as a numb-
ing quality. Conservation 1.
",True, Zanthoxylum americanum
0075_b.txt,"BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
6 Leadplant
Amorpha canescens
Fabaceae (Bean family)
","FOOD USE: Gather the leaves any time and use fresh or dried for tea; the flavor is best in early summer. The
tea is best boiled to extract the most flavor. Conservation 2.
",True, Amorpha canescens
0076_a.txt,"7
Sweet-fern
Comptonia peregrina
family Myricaceae
","FOOD USE: Leaves are used for tea or
occasionally a seasoning. The nutlets are
sometimes reported as edible, but they
are almost always empty, and the kernels
are so small that there is really no practical
way to use them as food. Conservation 1.
",True, Comptonia peregrina
0076_b.txt,"mm
1cm
BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
NEW JERSEY TEA
NG-280
genus
Ceanothus
(in
part)
Rhamnaceae
(Buckthorn
","FOOD USE: Gather leaves and dry them out of direct sunlight; young leaves of early summer are pest. Braw
tea by boiling leaves until the water turns golden or reddish (depending on your preference). Use a arge
volume of leaves (enough to loosely fill the boiling vessel). Fermenting them like tea leaves will increase the
potency of the flavor. The species can be used almost interchangeably-the flavors are not exactly the same
but close. Conservation 2.
",True," Ceanothus
     (or)
     Rhamnaceae is not a scientific name. If the text mentions multiple scientific names, respond with the one that is most relevant to the context. If you're unsure, provide as many options as there are potential scientific names in the text.

     For example, if the text mentions 'Ceanothus' and 'Quercus', respond with 'Ceanothus' if the context suggests that's the relevant species. If the context is ambiguous, respond with both 'Ceanothus' and 'Quercus'.

     Do not assume that the first word mentioned is the genus or the second word mentioned is the species. The scientific name may be mentioned in any order and with any number of words in between.

     If the text contains no scientific names, respond with an empty string."
0077_a.txt,"BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
10 Sweet gale
Myrica CHECK: waist high shoreline shrub with narrow, dark blue-green, ascending
gale family Myricaceae
","FOOD USE: Leaves can be used to brew a tea or as a sea-
soning in broths, like bay leaf. Flower buds and fruits can
be used similarly and are more aromatic. Conservation 1.
",True, Myrica gale
0077_b.txt,"0
BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
11 Bayberry
Myrica pensylvanica
family Myricaceae
UICK CHECK: Waist-high aromatic bush with nearly entire oblanceolate leaves
owded at the twig tips; small, round, waxy, gray berries clustered on naked stams
below the leaves. ID difficulty 2.
","FOOD USE: Leaves can be used as a seasoning in soups, like bay leaf. Conservation 1.
",True, Myrica pensylvanica
0078_a.txt,"BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
17 Labrador tea
Ledum groenlandicum Ericaceae (Heath family)
","FOOD USE: Use leaves fresh or dried for tea.
Due to small amounts of the toxin ledol in the
leaves, some anti-foraging authorities advise
not to boil them-although many people do, and
I have never heard of this having any ill effect.
Boiling is fine as long as the tea is not drunk in
excessive amounts. This is a very well-estab-
lished traditional drink. Conservation 1.
",True, Ledum groenlandicum
0078_b.txt,"BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
13 Leatherleaf 15""
Chamaedaphne calyculata
Ericaceae (Heath family)
leaves. ID difficulty 2.
","FOOD USE: Leaves can be used for tea, fresh or dried. Collect at any time of year. Conservation 1.
",True, Chamaedaphne calyculata
0079_b.txt,"WOODY VINES AND CREEPERS
teeth-varying dominant central from axis small (like to very large depending on species Inflorescence
and unshowy, male and a domestic grape cluster) borne opposite Flowers an
the flower Fruit female on different vines, with 5 petals lused at the tip to form coarly summer) mali
loom, the opens. inside spherical, 0.2-0.7"" (5-18 mm), with thir k, deep purple skin often acap that coated drops off with
juicy, containing 1-4 large, ovoid, semi-hard seeds, ripening in late summer heavily to fall
CONFUSING habitat. PLANTS: Several woody vines have similar fruit-and these are frequently found
same Virginia creeper and woodbine have palmately compound leaves, non-shaggy stems, growing and in the
fruit clusters. On woodbine, the fruit stems are bright pink. These species have acrid juice that tastes unpleas- sparser
ant and leaves a burning sensation in the mouth, but they are not particularly dangerous. Canada sead
(poisonous, p. 662) contain a single crescent-shaped seed. Moonseed vines spiral around their supports (grape
ines do not) and are much thinner than grape vines, greenish, and never shaggy. Moonseed leaves ack 'eeth
on their margins. False grape Ampelopsis cordata has leaves much like those of wild grape, but it has very 'ew
tendrils. The fruit grows in a wide, dichotomously forked cluster; it ripens to turquoise blue with raised corky
dots on the skin and is never quite spherical. This fruit is unpalatable but not dangerous.
HABITAT: River floodplains, roadsides, empty urban lots, fences, forest edges, steep slopes, and other dis-
turbed, sunny locations. Sometimes found in the canopies of mature hardwood forests. Native
FOOD USE: Young tendrils and growing tips make a tangy snack in spring and early summer, popular with
children. Young leaves can be used as wraps for stuffed grape leaves (dolmades). For this purpose they are
best when nearly full-sized but still tender. The fruit can be used to make pie, juice, jelly, jam, or wine-the
quality varies greatly by species. Some wild grapes are tiny and very sour with little pulp. If the flavor is too
strong wild grape juice can be mixed with a milder fruit, such as apple, to make superior jelly. Conservation 1.
CAUTION: Many of the smaller wild grapes are high in tartrate and calcium oxalate, which should be removed
before use. (It will make jam or jelly gritty, and in juice it will irritate your mouth and throat). Tartrate settles
to the bottom of a container of juice as a grayish sludge after a day or two; the good juice can be poured off
the top.
COMMENTS: Wild grapes are widespread
and abundant in most of the East, and can
make superb products even though many
are too sour to enjoy raw.
SPECIES: Several in our area: A few rep-
resentatives are pictured here and on the
next page.
(left) Grape vines have shredding bark.
(right) Wild grape panicle in flower.
(left) False grape (genus Ampelopsis)
(right) Wild grape tendrils.
NOT
189
EDIBLE
WOODY VINES AND CREEPERS teeth-varying dominant central from axis small (like to very large depending on species Inflorescence and unshowy, male and a domestic grape cluster) borne opposite Flowers an the flower Fruit female on different vines, with 5 petals lused at the tip to form coarly summer) mali loom, the opens. inside spherical, 0.2-0.7"" (5-18 mm), with thir k, deep purple skin often acap that coated drops off with juicy, containing 1-4 large, ovoid, semi-hard seeds, ripening in late summer heavily to fall CONFUSING habitat. PLANTS: Several woody vines have similar fruit-and these are frequently found same Virginia creeper and woodbine have palmately compound leaves, non-shaggy stems, growing and in the fruit clusters. On woodbine, the fruit stems are bright pink. These species have acrid juice that tastes unpleas- sparser ant and leaves a burning sensation in the mouth, but they are not particularly dangerous. Canada sead (poisonous, p. 662) contain a single crescent-shaped seed. Moonseed vines spiral around their supports (grape ines do not) and are much thinner than grape vines, greenish, and never shaggy. Moonseed leaves ack 'eeth on their margins. False grape Ampelopsis cordata has leaves much like those of wild grape, but it has very 'ew tendrils. The fruit grows in a wide, dichotomously forked cluster; it ripens to turquoise blue with raised corky dots on the skin and is never quite spherical. This fruit is unpalatable but not dangerous. HABITAT: River floodplains, roadsides, empty urban lots, fences, forest edges, steep slopes, and other dis- turbed, sunny locations. Sometimes found in the canopies of mature hardwood forests. Native FOOD USE: Young tendrils and growing tips make a tangy snack in spring and early summer, popular with children. Young leaves can be used as wraps for stuffed grape leaves (dolmades). For this purpose they are best when nearly full-sized but still tender. The fruit can be used to make pie, juice, jelly, jam, or wine-the quality varies greatly by species. Some wild grapes are tiny and very sour with little pulp. If the flavor is too strong wild grape juice can be mixed with a milder fruit, such as apple, to make superior jelly. Conservation 1. CAUTION: Many of the smaller wild grapes are high in tartrate and calcium oxalate, which should be removed before use. (It will make jam or jelly gritty, and in juice it will irritate your mouth and throat). Tartrate settles to the bottom of a container of juice as a grayish sludge after a day or two; the good juice can be poured off the top. COMMENTS: Wild grapes are widespread and abundant in most of the East, and can make superb products even though many are too sour to enjoy raw. SPECIES: Several in our area: A few rep- resentatives are pictured here and on the next page. (left) Grape vines have shredding bark. (right) Wild grape panicle in flower. (left) False grape (genus Ampelopsis) (right) Wild grape tendrils. NOT 189 EDIBLE ","FOOD USE: Young tendrils and growing tips make a tangy snack in spring and early summer, popular with
children. Young leaves can be used as wraps for stuffed grape leaves (dolmades). For this purpose they are
best when nearly full-sized but still tender. The fruit can be used to make pie, juice, jelly, jam, or wine-the
quality varies greatly by species. Some wild grapes are tiny and very sour with little pulp. If the flavor is too
strong wild grape juice can be mixed with a milder fruit, such as apple, to make superior jelly. Conservation 1.
CAUTION: Many of the smaller wild grapes are high in tartrate and calcium oxalate, which should be removed
before use. (It will make jam or jelly gritty, and in juice it will irritate your mouth and throat). Tartrate settles
to the bottom of a container of juice as a grayish sludge after a day or two; the good juice can be poured off
the top.
",True, Ampelopsis cordata
0080_b.txt,"mm
0
WOODY VINES AND CREEPERS
Muscadine
3
Vitis rotundifolia
Vitaceae (Grape family)
","FOOD USE: Pluck the fruit from the vine or pick them up off the ground (their thick skins protect them from
damage). You can do all of the things with muscadines that are done with smaller grapes: eat them fresh, or
make superb jelly, wine, or juice. The flavor is milder and sweeter than that of smaller grapes, and the juice
contains less tartrate/calcium oxalate. Muscadines also lend themselves to uses that are impractical with
smaller grapes: They are delicious dried after the skins have been removed, and they can also be made into
pie. Conservation 1.
",True, Vitis rotundifolia
0081_a.txt,"3 Raccoon grape
1
Ampelopsis arborea
Vitaceae (Grape family)
","FOOD USE: Collect fruit when ripe and use like wild grapes. The flesh is faintly irritating to the mouth, which
can be alleviated in juice by letting it sit overnight in the fridge and then decanting the sludge-free liquid on
top (as with wild grapes). Conservation 1.
",True, Ampelopsis arborea
0081_b.txt,"0
WOODY VINES AND CREEPERS
4
Greenbrier
1-3
genus Smilax (in part)
Smilacaceae (formerly Liliaceae, Lily family)
UICK CHECK: Green stems with thorns or spines, tendrils, and entire leaves with
parallel veins; flowers or fruit in umbels. ID difficulty 1.
","FOOD USE: The rhizomes or tubers of some species have been used to make a nourishing drink. For this reddish they
were apparently details are nebulous, and it is not fully clear which species were used or preferred. hard and woody
pounded, after which the starch was settled out in water, then boiled to make the My experi-
drink. These have so far been unsuccessful-the tubers I have unearthed were shockingly occasionally later.
ments Shoots with and this young greens can be eaten raw or cooked from spring to early summer and
These vary in flavor from slightly bitter to pleasantly tangy. Conservation 3/1.
can be tricky to identify to species, but are easy to recognize climbing as a vines group: that there are
",True," Smilax
     (Note: The genus name is always capitalized in scientific names.)"
0082_b.txt,"mm
Icm
WOODY VINES AND CREEPERS
Bittersweet
1
Celastrus scandens
family Celastraceae
","FOOD USE: After peeling the outer bark (all year, but especially winter), the inner bark can be scraped off
and chewed-it tastes pretty good, but the fibers must be spit out-or it can be boiled as a base for soups.
The tender shoots (spring and early summer) can be eaten raw or cooked. Conservation 2.
",True, Celastrus scandens
0083_a.txt,"6 Japanese honeysuckle
2
Lonicera japonica
family Caprifoliaceae
paired, entire leaves; large, paired, fragrant difficulty white flow- 2.
","FOOD USE: Pluck mature white flowers, bite off the bottom, and suck the nectar from the base. Flowers can
also be eaten in salads, chopped up and
soaked for a drink, or dried for tea.
",True, Lonicera japonica
0083_b.txt,"WOODY VINES AND CREEPERS
7 Virginia creeper, woodbine
Parthenocissus quinquefolia and P. vitacea
Vitaceae (Grape family)
ID difficulty 2.
","FOOD USE: Gather thick sections of stem any time of year, cut into manageable lengths, then peel the outer
bark. A thick, soft layer of inner bark then can be peeled off the woody core. Boil for at least 40 minutes. after
which it can be used like a starchy vegetable in stews or soup. Shoots are slightly tangy and can be eaten in
spring or early summer-they are better cooked. Conservation 2.
",True," Parthenocissus quinquefolia
     or
     Parthenocissus vitacea"
0084_a.txt,"WOODY VINES AND CREEPERS
8 Kudzu
Pueraria lobata 12 Fabaceae (Bean family)
","FOOD USE: The enormous rootstocks can be dug all year but will contain the most food value when t
top is dormant. Clean, shred (easiest in a powerful blender), and then strain through a cloth to separate t
starch. Seek smaller vines; the roots of large vines are simply too big to dig. Commercially extracted in As
kudzu starch is nutritious and tasty and has many uses. In spring, the shoots and tender young leaves c
be eaten raw or cooked and have a mild, slightly green bean-like flavor. Flowers and flower buds can also
eaten as a vegetable.
",True, Pueraria lobata
0084_b.txt,"family)
WOODY VINES AND CREEPERS
9
Wisteria
2
genus Wisteria
Fabaceae (Bean family)
","FOOD USE: Gather flowers when freshly opened in spring; strip whole clusters after shaking out
The flowers can be eaten raw or cooked in a variety of dishes, where they impart a pea-like flavor
note. They can be steeped to brew tea or even wine. Conservation 2 (frutescens).
",True, Wisteria fabaceae
0085_b.txt,"um
0
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS
HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found
tips
(summer)
are
good
white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned
processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part
COMMENTS: in North America, In England so many the accounts common confound name ""bulrush"" often refers to the plant that we
often erroneously attributed the two plants. The edible normally call ""cattail""
similar in many ways, to the bulrush (Scirpus) in the American literature. properties The of the cattail ( Typhai are
not good except that for most uses cattail has larger edible uses bulrush of the rhizomes plants Ara
a source of starch because they are extremely tough. AKA Schoenoplectus parts. Mature validus.
RELATED EDIBLES: All bulrushes are theoretically edible, but this is the big one that is most worth
Young bulrush rhizomes have small, tender, white tips.
Bulrush heart, 50 tender it broke as
Mature bulrush rhizomes are tough and semi-woody.
I peeled it.
201
um 0 1cm AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found tips (summer) are good white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part COMMENTS: in North America, In England so many the accounts common confound name ""bulrush"" often refers to the plant that we often erroneously attributed the two plants. The edible normally call ""cattail"" similar in many ways, to the bulrush (Scirpus) in the American literature. properties The of the cattail ( Typhai are not good except that for most uses cattail has larger edible uses bulrush of the rhizomes plants Ara a source of starch because they are extremely tough. AKA Schoenoplectus parts. Mature validus. RELATED EDIBLES: All bulrushes are theoretically edible, but this is the big one that is most worth Young bulrush rhizomes have small, tender, white tips. Bulrush heart, 50 tender it broke as Mature bulrush rhizomes are tough and semi-woody. I peeled it. 201 ","HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found
tips
(summer)
are
good
white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned
processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part
",True, Typha i angustifolia
0086_a.txt,"AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
2
,
Zizaniopsis Rice cutgrass miliaceae 2002 Poaceae (Grass family)
clamping grass with flattened stems and difficulty sharp-edged 1. leaves,
","shoots FOOD USE: of fast-growing rhizomes (summer) are tender and delicious. Seeds (late spring or early
can be harvested by
beating, like wild rice,
and processed by rub-
bing and winnowing.
Conservation 1.
",True, Zizaniopsis ricei
0086_b.txt,"0
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
Wild rice
3
III
FH-117
Zizania
palustris,
Z.
aquatica
Poaceae
OMICK than the CHECK: kernels. Large ID difficulty grass with 1. large rod-like seeds in raspy husks (Grass with APPLIC family)
","FOOD USE: Harvest seeds in late summer to early autumn when
the kernels fall upon being struck gently. Propel a small watercraft
through the rice with a paddle or pole and knock the rice into the
boat with sticks. Wild rice needs to be dried, parched, rubbed
and winnowed before cooking (see 27). Conservation 1.
",True, Zizania palustris
0087_b.txt,"(Sedge
family)
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
The
after
neeling
Older
become
woody
FOOD USE: Young corms forming at stem bases, while still soft and white (from late spring to m
have a sugarcane flavor and are delicious raw or cooked. Lateral shoot tips (summer) are good
hard to gather. In spring, young stem bases can be pulled from the mud and peeled to reveal the tender
interior. This makes a good vegetable raw or cooked. Conservation 2.
COMMENTS: This plant is extremely prolific and can easily withstand human harvest-just as
muskrats, who relish the same parts. The immature tubers are an unsung delicacy. AKA river bulness
square, Scirpus fluviatilis.
5
Cattail
2
3
3
2
2
FH-87
genus Typha + Typhaceae (Cattail family)
","FOOD USE: Young corms forming at stem bases, while still soft and white (from late spring to m
have a sugarcane flavor and are delicious raw or cooked. Lateral shoot tips (summer) are good
hard to gather. In spring, young stem bases can be pulled from the mud and peeled to reveal the tender
interior. This makes a good vegetable raw or cooked. Conservation 2.
",True, Typha typhoides
0088_a.txt,"5 Cattail Peel off (continued) the outer spongy layer of the rhizomes. rhizome and Cores chew can on be the dried core raw and raw, or ground sucking cooked. into out The flour, the heart starch after at
and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild
the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off
green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and
to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1
COMMENTS: with other This is one of our most versatile, productive, abundant, and delicious plants.
tapping. It flours should to be give dried baked to prevent foods a nice golden color and pleasant flavor. wild food
206
(top) (middle) Forming caltail rhizomes with lateral shoot
Mature cattail rhizome. (bottom) Cattail tips. hearts.
5 Cattail Peel off (continued) the outer spongy layer of the rhizomes. rhizome and Cores chew can on be the dried core raw and raw, or ground sucking cooked. into out The flour, the heart starch after at and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1 COMMENTS: with other This is one of our most versatile, productive, abundant, and delicious plants. tapping. It flours should to be give dried baked to prevent foods a nice golden color and pleasant flavor. wild food 206 (top) (middle) Forming caltail rhizomes with lateral shoot Mature cattail rhizome. (bottom) Cattail tips. hearts. ","and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild
the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off
green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and
to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1
",True," Cattail
     (Note: The text mentions ""Cattail"" several times, but we only need to extract the genus once.)"
0088_b.txt,"mm
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS
6 Great bur-reed
1
2
2
2
G2
Sparganium
eurycarpum
Typhaceae
(Cattail
family)
","FOOD USE: Tubers can be eaten while they remain tender, but are quite small and soon toughen.
shoots can be eaten throughout summer, but they are small. The heart at the base of the leaf clusters
be pulled in spring or early summer and eaten raw or cooked. In early to mid summer the tender flower sprke
shoot (well before the flowers appear) can be cooked as a vegetable. The immature flower bud clusters are
also edible raw or cooked. Conservation 2. (Continued on the next page.)
mm 1cm AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS STEMS 6 Great bur-reed 1 2 2 2 G2 Sparganium eurycarpum Typhaceae (Cattail family) QUICK CHECK: Leaves basal and on the stem, in non-flattened bundles, with bottoms; stem zigzags between round flower clusters or spiky fruit balls. ID difficulty keeled 2. DESCRIPTION: Perennial spreading by rhizome to form sometimes large colonies Roots 2-3 mm thick, radiating from the base. Rhizomes usually less than 12"" (30 cm) long and 8 mm thick, the surface smooth with brown leafy sheaths, widening toward the end, producing a small, semi-hard terminal tuber with a sheath at the base and an upturned bud at the tip. Leaves sword-like, to 4' (120 cm) long and 0.3-0.8"" (8-20 mm) wide, both basal and on the stem (stem leaves shorter), strongly ascending, the tips sharp and not drooping. Basal leaf bundles are rounded to roughly 4-sided. The lower part of the leaf is thick and folded, with some purple coloration. There is d V-groove on the inside and a high, sharp ridge on the back. Distally the leaves are nearly flat and ribbon-like, without the groove but still with a small keel. Stems strongly tapered, very zigzag, spongy-solid, rounded, rarely branched. shorter than the tallest leaves. Flowers greenish to white, tiny, borne in tight round balls at intervals along the zigzag stems, with female flowers near the base and male ones near the top. Fruit pointed, pyramid-shaoed. green, each with a tough spike or ""bur"" at the end, packed tightly into a distinctive, hard, spiky ball like 0 head 1-1.5"" (2.5-4 cm) across. CONFUSING PLANTS: Sweet flag Acorus calamus has a distinctive sweet odor and side-slotted Cattail has no keel running the length of the leaf. HABITAT: Shallows of permanent water with a rich mucky bottom in full sun. Native. FOOD USE: Tubers can be eaten while they remain tender, but are quite small and soon toughen. shoots can be eaten throughout summer, but they are small. The heart at the base of the leaf clusters be pulled in spring or early summer and eaten raw or cooked. In early to mid summer the tender flower sprke shoot (well before the flowers appear) can be cooked as a vegetable. The immature flower bud clusters are also edible raw or cooked. Conservation 2. (Continued on the next page.) ",True, Sparganium eurycarpum
