source,name,edibles,llm_flag,len_edibles,len_name
0211_b,Polytaenia nuttallii,"roots,shoots,seeds,leaves",1.0,4,2
0212_a,Osmorhiza longistylis,"roots,shoots,leaves",0.0,3,2
0212_b,Osmorhiza claytonii,"roots,shoots,leaves",1.0,3,2
0213_a,Aquilegia canadensis,flowers,1.0,1,2
0214_a,Matricaria matricarioides,"greens,flowers",1.0,2,2
0214_b,Foeniculum vulgare,"shoots,young leaves,flower buds,flowers,fruits,seeds",1.0,6,2
0215_a,Conioselinum chinense,"roots (fall),tender greens",0.0,2,2
0216_a,Carum carvi,"roots,shoots,young leaves,seeds",0.0,4,2
0216_b,Caraway wild,"roots,spring shoots,seeds",1.0,3,2
0217_a,Perideridia americana,"roots,young greens",0.0,2,2
0217_b,Perideridia gairdneri,"roots,seeds,young greens",1.0,3,2
0218_a,Erigenia bulbosa,"root,greens",1.0,2,2
0218_b,Musineon divaricatum,"roots,leaves",1.0,2,2
0219_a,Lomatium orientale,"roots,greens",1.0,2,2
0219_b,Anthriscus sylvestris,"roots,tender greens,shoots",0.0,3,2
0220_a,Torilis japonica,"young stems,young greens",1.0,2,2
0220_b,Torilis arvensis,"stems,youngest greens",1.0,2,2
0221_a,Daucus carota,"taproot,young leaves, peeled shoots",0.0,3,2
0222_a,Chaerophyllum tainturieri,"tender greens,shoots",0.0,2,2
0222_b,Chaerophyllum procumbens,"tender greens,shoots",1.0,2,2
0223_a,Descurainia pinnata,"young greens,young stems,seeds",1.0,3,2
0223_a,Descurainia sophia,"young greens,young stems,seeds",1.0,3,2
0223_b,Erodium cicutarium,leaves,1.0,1,2
0224_b,Cardiospermum halicacabum,young greens,1.0,1,2
0225_a,Lathyrus latifolius,"shoots, greens, flowers, young pods, plump green seeds",1.0,5,2
0225_b,Lathyrus sylvestris,"shoots,greens,flowers,young pods,seeds",0.0,5,2
0226_a,Lathyrus tuberosus,tubers,1.0,1,2
0226_b,Lathyrus ochroleucus,"tender stem tips,flowers,young pods,ripe seeds",1.0,4,2
0227_b,Lathyrus japonicus,young pods,1.0,1,2
0228_a,Amphicarpaea bracteata,"underground beans,seeds",1.0,2,2
0228_b,Phaseolus polystachios,beans,1.0,1,2
0229_a,Strophostyles helvola,"young pods,beans",1.0,2,2
0229_b,Apios americana,"tubers,immature pods,mature seeds",1.0,3,2
0230_a,Vicia,"shoots,leafy tips, flowers,seeds",1.0,4,1
0230_a,Vicia sativa,"shoots,leafy tips,flowers,seeds",1.0,4,2
0230_b,Vicia caroliniana,"shoots,leafy tips,flowers,seeds",0.0,4,2
0230_b,Vicia americana,"shoots,leafy tips,flowers,seeds",0.0,4,2
0231_a,Vicia villosa,"shoots,leafy tips,flowers,seeds",0.0,4,2
0231_b,Vicia cracca,"shoots,leafy tips,flowers,seeds",0.0,4,2
0232_b,Dioscorea polystachya,tubers,1.0,1,2
0233_a,Fallopia,"shoots,galls,seeds",1.0,3,1
0233_b,Ipomoea pandurata,roots,1.0,1,2
0234_a,Cucurbita foetidissima,"seeds,flowers",1.0,2,2
0234_a,Cucurbita pepo,"seeds,flowers",1.0,2,2
0234_b,Elothria pendula,fruits,1.0,1,2
0235_a,Humulus lupulus,"shoots,fruit",1.0,2,2
0235_b,Passiflora incarnata,"fruit,flower buds",1.0,2,2
0236_a,Passiflora lutea,"leaves,vine tips,flower buds,ripe fruit",1.0,4,2
0236_b,Trillium,young shoots,0.0,1,1
0237_b,Lilium,bulblets,1.0,1,1
0238_a,Medeola virginiana,tubers,1.0,1,2
0238_b,Cornus canadensis,berries,1.0,1,2
0238_b,Cornus suecicia,berries,1.0,1,2
0239_a,Sedum sarmentosum,leaves,1.0,1,2
0239_b,Sedum ternatum,"leaves,stem tips",1.0,2,2
0240_a,Gallium aparine,"leaves,stem,seeds",1.0,3,2
0240_b,Panax trifolius,roots,1.0,1,2
0241_a,Panax quinquefolia,roots,1.0,1,2
0242_a,Calamintia arkansana,leaves,1.0,1,2
0242_b,Virginia pycnanthemum,"leaves,young stems",1.0,2,2
0242_b,Pycnanthemum,"leaves,young stems",1.0,2,1
0243_a,Pycnanthemum verticillatum,mints,1.0,1,2
0243_b,Hedeoma pulegioides,leaves,1.0,1,2
0244_a,Satureja vulgaris,young greens,1.0,1,2
0244_b,Origanum vulgare,leaves,1.0,1,2
0245_a,Cunila origanoides,leaves,1.0,1,2
0245_b,Agastache foeniculum,"leaves,tips",1.0,2,2
0246_a,Marrubium horehound,leaves,1.0,1,2
0246_b,Nepeta cataria,leaves,1.0,1,2
0247_a,Perilla frutescens,"greens,seeds",1.0,2,2
0247_b,Mentha,"greens,shoots",1.0,2,1
0247_b,Mentha arvensis,"greens,shoots",1.0,2,2
0247_b,Mentha spicata,"greens,shoots",1.0,2,2
0247_b,Mentha piperata,"greens,shoots",1.0,2,2
0248_b,Blephilia hirsuta,greens,1.0,1,2
0249_a,Glechoma hederacea,leaves,1.0,1,2
0249_a,Monarda,"leaves,flowers",1.0,2,1
0250_a,Monarda didyma,"leaves,flowers",1.0,2,2
0251_a,Lamium purpureum,"stems,greens",1.0,2,2
0251_b,Lamium amplexicaule,"leaves,stems",1.0,2,2
0252_a,Stachys floridana,"tubers,young shoots,young greens",1.0,3,2
0252_b,Stachys palustris,"rhizomes,shoots",1.0,2,2
0253_a,Galeopsis tetrahit,"seeds, young greens",1.0,2,2
0253_b,Lycopus,tubers,1.0,1,1
0254_b,Urtica dioica,young leaves,1.0,1,2
0255_a,Urtica chamaedryoides,leaves,0.0,1,2
0255_a,Urtica urens,leaves,0.0,1,2
0255_b,Rhexia virginica,"tenders,young leaves",1.0,2,2
0256_a,Hypericum ascryon,shoots,1.0,1,2
0256_b,Lythrum salicaria,"young shoots,leaves,flowers",1.0,3,2
0257_a,Stellaria graminea,tips,1.0,1,2
0257_b,Bidens alba,"leaves,flowerheads",1.0,2,2
0258_a,Bidens bipinnata,"greens,flowers",1.0,2,2
0259_a,Honckenya peploides,"leaves,stem tips",1.0,2,2
0259_b,Sesuvium portulacastrum,"stem tips,leaves",1.0,2,2
0259_b,Sesuvium verrucosum,"stem tips,leaves",1.0,2,2
0260_a,Stellaria,leafy greens,1.0,1,1
0260_a,Stellaria media,leafy greens,1.0,1,2
0260_b,Stellaria pubera,leafy greens,0.0,1,2
0261_a,Stellaria aqatica,leafy greens,0.0,1,2
0261_a,Cerastium fontanum,young leaves,0.0,1,2
0261_b,Drymaria cordata,leaves,1.0,1,2
0262_a,Proboscidea louisiana,"immature pods,seeds",1.0,2,2
0262_b,Phlox divaricata,leaves,1.0,1,2
0262_b,Phlox pilosa,leaves,1.0,1,2
0263_a,Asclapias syriaca,"flower buds,shoots,leafy tops,immature pods",1.0,4,2
0263_a,Asclepias speciosa,"flower buds,shoots,leafy tops,immature pods",1.0,4,2
0263_a,Asclepias viridiflora,"flower buds,shoots,leafy tops,immature pods",1.0,4,2
0263_a,Asclepias arenaria,"flower buds,shoots,leafy tops,immature pods",1.0,4,2
0263_a,Asclepias exaltata,"flower buds,shoots,leafy tops,immature pods",1.0,4,2
0265_a,Pilea pumila,"stems,young greens",1.0,2,2
0265_b,Boehmeria cylindrica,"tops,shoots",1.0,2,2
0266_a,Galinsoga,leafy tops,1.0,1,1
0266_b,Helianthus tuberosus,tubers,1.0,1,2
0267_a,Iva annua,seeds,1.0,1,2
0267_b,Ambrosia trifida,"seeds,pith",1.0,2,2
0268_a,Eclipta prostrata,"leaves,stem tips",1.0,2,2
0268_b,Pedicularis lanceolata,leaves,1.0,1,2
0269_a,Artiplex,"leafy tops,leaves",1.0,2,1
0270_b,Asparagus officinalis,young shoots,1.0,1,2
0271_a,Salsola tragus,stem tips,1.0,1,2
0271_b,Suaeda,"tender stem tips,leaves",1.0,2,1
0272_a,Amaranthus,"greens,young stems",1.0,2,1
0272_b,Amaranthus blitoides,leaves,1.0,1,2
0273_a,Kochia scoparia,"young leaves,seeds",1.0,2,2
0273_b,Portulaca oleracea,"leaves,stems,seeds",1.0,3,2
0274_a,Croton monathogyna,leaves,1.0,1,2
0274_a,Linum perenne,seeds,1.0,1,2
0274_b,Linum rigidum,seeds,1.0,1,2
0274_b,Linum berlandieri,seeds,1.0,1,2
0275_a,Conyza canadensis,"new leaves,tender stem tips",1.0,2,2
0275_b,Bupleurum rotundifolium,leafy tips,1.0,1,2
0276_a,Polygonaceae japonica,shoots,1.0,1,2
0276_b,Persicaria,"young leaves,stem tips",1.0,2,1
0276_b,Persicaria lapathifolia,"young leaves,stem tips",1.0,2,2
0277_a,Persicaria maculosa,"leaves,stem",0.0,2,2
0277_a,Persicaria hydropiper,leaves,0.0,1,2
0277_b,Persicaria amphibia,"shoots,young leaves",1.0,2,2
0277_b,Persicaria coccinea,"shoots,young leaves",1.0,2,2
0278_a,Polygonum erectum,"leaves,seeds",1.0,2,2
0278_b,Rumex triangulivalvis,"leaves,stems,petioles",1.0,3,2
0278_b,Phytolacca americana,"shoots,leaves",1.0,2,2
0279_b,Epilobium angustifolium,"shoots,leaves,pith",1.0,3,2
0280_a,Parietaria pensylvanica,"leaves,stem,seeds,root",1.0,4,2
0280_b,Ipomoea leptophylla,roots,1.0,1,2
0281_a,Comandra umbellata,seeds,1.0,1,2
0281_b,Commelina communis,"leaves,stems,flowers,immature seedpods",1.0,4,2
0282_a,Commelina virginica,"leaves,shoots",1.0,2,2
0282_a,Commelina erecta,"leaves,shoots",1.0,2,2
0282_b,Streptopus amplexifolius,"shoots,greens,berries",1.0,3,2
0283_a,Streptopus lanceolatus,"tips,greens,berries",1.0,3,2
0283_b,Uvularia grandiflorum,"young shoots,greens",1.0,2,2
0284_a,Polygonatum biflorum,"rhizomes,shoots",1.0,2,2
0284_b,Maianthemum racemosum,"rhizomes,shoots,berries",1.0,3,2
0285_b,Chenopodium,"leaves,stem,seeds",1.0,3,1
0286_a,Impatiens capensis,"young leaves,young stems,greens,seeds",1.0,4,2
0286_a,Impatiens pallida,"young leaves,young stems,greens,seeds",1.0,4,2
0286_b,Helianthus annuus,"seeds,flower buds",1.0,2,2
0287_a,Abutilon theophrasti,"leaves,stem,unripe seeds,seeds",1.0,4,2
0287_b,Sida spinosa,leaves,1.0,1,2
0288_a,Solanum nigrum,"young stem, young leaves,fruit",0.0,3,2
0288_b,Physalis,fruit,1.0,1,1
0289_a,Physalis heterophylla,fruit,1.0,1,2
0289_b,Laportea canadensis,"shoots, leaves, seeds",1.0,3,2
0290_a,Artemisia serrata,young leafy tips,1.0,1,2
0290_b,Solidago canadensis,"shoots,leaves (tea)",1.0,2,2
0291_a,Penthorum sedoides,young greens,1.0,1,2
0291_b,Hylotelephium telephium,"leaves,roots",1.0,2,2
0291_b,Sedum roseum,"leaves,roots",1.0,2,2
0292_a,Oenothera grandiflora,"flowers,buds",1.0,2,2
0292_b,Campanula divaricata,"young stem,young leaves",1.0,2,2
0293_b,Artemisia dracunculus,leaves,1.0,1,2
0294_a,Mugwort vulgaris,"leaves,youngest shoots",1.0,2,2
0294_b,Castilleja sessiflora,"shoots,tips",1.0,2,2
0295_a,Hydrocotyle americana,greens,1.0,1,2
0295_a,Cnidoscolus texanum,nuts,1.0,1,2
0295_b,Cnidoscolus stimulosus,nuts,1.0,1,2
0296_a,Hibiscus aculeatus,"roots,stem tips, young leaves,flowers",1.0,4,2
0296_b,Hibiscus coccineus,"leavy stem tips,flower buds, flowers",1.0,3,2
0297_a,Modiola caroliniana,"leaves,stem tips",1.0,2,2
0297_b,Hibiscus moscheutos,"young leaves,flower buds,flowers,immature pods",1.0,4,2
0298_a,Hibiscus laevis,"young leaves,flowers,flower buds,immature pods",0.0,4,2
0298_b,Malvaviscus arboreus,"young leaves,flowers,ripe fruits",1.0,3,2
0299_a,Kosteletzkya pentacarpos,"tender leafy tips,flowers,flower buds",1.0,3,2
0299_b,Althaea officinalis,"roots,shoots,young leaves,flowers,fruits",1.0,5,2
0300_a,Xanthium strumarium,seed,1.0,1,2
0300_b,Cakile edentula,"tender greens,stems",1.0,2,2
0301_a,Cycloloma atriplicifolium,seeds,1.0,1,2
0301_b,Chenopodium ambrosioides,leaves,1.0,1,2
0302_a,Chenopodium hybridum,"tips,seeds",1.0,2,2
0302_b,Oenothera speciosa,"stem tips,flower buds,flowers",1.0,3,2
0303_a,Cirsium arvense,"rhizomes,shoots",1.0,2,2
0303_b,Erechtites hieracifolia,young leaves,1.0,1,2
0304_b,Sphaeralcea coccinea,"greens,buds,flowers",1.0,3,2
0305_a,Hibiscus trionum,"young leaves,young stems,flower buds,seeds",1.0,4,2
0305_b,Oxalis,"greens,flowers,pods",1.0,3,1
0306_a,Cleome serrulata,"stems,leaves,flowers,seeds",1.0,4,2
0307_a,Floerkia hotproserpinacoides,greens,1.0,1,2
0308_a,Melilotus albus,"leaves,seeds",1.0,2,2
0308_a,Melilotus officinalis,"leaves,seeds",1.0,2,2
0308_b,Desmodium glutinosum,seeds,1.0,1,2
0309_a,Glycirrhiza lepidota,"rhizomes,shoots,flowers",1.0,3,2
0309_b,Dalea candida,"roots,young leaves",1.0,2,2
0309_b,Dalea purpurea,"roots,young leaves",1.0,2,2
0310_a,Hedysarum alpinum,roots,1.0,1,2
0310_b,Astragalus crassicarpus,pods,1.0,1,2
0311_a,Pediomelum esculentum,roots,1.0,1,2
0311_b,Cannabis sativa,seeds,1.0,1,2
0312_a,Aralia racemosa,"roots,shoots,berries",1.0,3,2
0312_b,Pediomelum cuspidatum,root,1.0,1,2
0313_a,Aralia hispida,shoots,1.0,1,2
0020_b,Carya illinoinensis,nuts,0.0,1,2
0020_b,Carya aquatica,nuts,0.0,1,2
0021_a,Carya cordiformis,nuts,0.0,1,2
0021_a,Carya ovata,nuts,0.0,1,2
0022_a,Carya tomentosa,nuts,0.0,1,2
0022_a,Carya texana,nuts,0.0,1,2
0026_a,Quercus nigra,"nuts,nuts",0.0,2,2
0026_a,Quercus imbricaria,"nuts,nuts",0.0,2,2
0037_a,Persea borbonia,leaves,1.0,1,2
0037_a,Persea palustris,leaves,1.0,1,2
0040_b,Crataegus aestivalis,fruit,1.0,1,2
0066_a,Prunus pumilia,cherries,1.0,1,2
0066_a,Prunus susquehanae,cherries,1.0,1,2
0076_b,Ceanothus,leaves (tea),1.0,1,1
0076_b,Ceanothus americanus,leaves (tea),1.0,1,2
0076_b,Ceanothus herbaceus,leaves (tea),1.0,1,2
0101_b,Allium tricoccum,"bulbs,greens,scapes,buds,flowers",0.0,5,2
0101_b,Allium burdickii,"bulbs,greens,scapes,buds,flowers",0.0,5,2
0227_a,Lathyrus palustris,"stemp tips,flowers,young pods,seeds",0.0,4,2
0227_a,Lathyrus venosus,"stemp tips,flowers,young pods,seeds",0.0,4,2
